Segment,Cohort,Metric,MOB_Start,MOB_End,Approach,Param1,Param2,Explanation
NON PRIME,202509,Coll_Principal,11,11,Manual,-0.018,,PQ exact rate
NON PRIME,202509,Coll_Interest,11,11,Manual,-0.0037,,PQ exact rate
NON PRIME,202509,Coll_Principal,12,12,Manual,-0.018,,PQ exact rate
NON PRIME,202509,Coll_Interest,12,12,Manual,-0.0037,,PQ exact rate
NRP-L,202509,Coll_Principal,1,1,Manual,-0.0195,,PQ exact rate
NRP-L,202509,Coll_Interest,1,1,Manual,-0.009,,PQ exact rate
NRP-L,202509,Coll_Principal,2,2,Manual,-0.0195,,PQ exact rate
NRP-L,202509,Coll_Interest,2,2,Manual,-0.009,,PQ exact rate
NRP-L,202509,Coll_Principal,3,3,Manual,-0.0195,,PQ exact rate
NRP-L,202509,Coll_Interest,3,3,Manual,-0.009,,PQ exact rate
NRP-L,202509,Coll_Principal,4,4,Manual,-0.0195,,PQ exact rate
NRP-L,202509,Coll_Interest,4,4,Manual,-0.009,,PQ exact rate
NRP-L,202509,Coll_Principal,5,5,Manual,-0.0195,,PQ exact rate
NRP-L,202509,Coll_Interest,5,5,Manual,-0.009,,PQ exact rate
NRP-L,202509,Coll_Principal,6,6,Manual,-0.0195,,PQ exact rate
NRP-L,202509,Coll_Interest,6,6,Manual,-0.009,,PQ exact rate
NRP-L,202509,Coll_Principal,7,7,Manual,-0.0195,,PQ exact rate
NRP-L,202509,Coll_Interest,7,7,Manual,-0.009,,PQ exact rate
NRP-L,202509,Coll_Principal,8,8,Manual,-0.0195,,PQ exact rate
NRP-L,202509,Coll_Interest,8,8,Manual,-0.009,,PQ exact rate
NRP-L,202509,Coll_Principal,9,9,Manual,-0.0195,,PQ exact rate
NRP-L,202509,Coll_Interest,9,9,Manual,-0.009,,PQ exact rate
NRP-L,202509,Coll_Principal,10,10,Manual,-0.0195,,PQ exact rate
NRP-L,202509,Coll_Interest,10,10,Manual,-0.009,,PQ exact rate
NRP-L,202509,Coll_Principal,11,11,Manual,-0.0195,,PQ exact rate
NRP-L,202509,Coll_Interest,11,11,Manual,-0.009,,PQ exact rate
NRP-L,202509,Coll_Principal,12,12,Manual,-0.0195,,PQ exact rate
NRP-L,202509,Coll_Interest,12,12,Manual,-0.009,,PQ exact rate
NRP-M,202509,Coll_Principal,1,1,Manual,-0.0129,,PQ exact rate
NRP-M,202509,Coll_Interest,1,1,Manual,-0.0016,,PQ exact rate
NRP-M,202509,Coll_Principal,2,2,Manual,-0.0129,,PQ exact rate
NRP-M,202509,Coll_Interest,2,2,Manual,-0.0016,,PQ exact rate
NRP-M,202509,Coll_Principal,3,3,Manual,-0.0129,,PQ exact rate
NRP-M,202509,Coll_Interest,3,3,Manual,-0.0016,,PQ exact rate
NRP-M,202509,Coll_Principal,4,4,Manual,-0.0129,,PQ exact rate
NRP-M,202509,Coll_Interest,4,4,Manual,-0.0016,,PQ exact rate
NRP-M,202509,Coll_Principal,5,5,Manual,-0.0129,,PQ exact rate
NRP-M,202509,Coll_Interest,5,5,Manual,-0.0016,,PQ exact rate
NRP-M,202509,Coll_Principal,6,6,Manual,-0.0129,,PQ exact rate
NRP-M,202509,Coll_Interest,6,6,Manual,-0.0016,,PQ exact rate
NRP-M,202509,Coll_Principal,7,7,Manual,-0.0129,,PQ exact rate
NRP-M,202509,Coll_Interest,7,7,Manual,-0.0016,,PQ exact rate
NRP-M,202509,Coll_Principal,8,8,Manual,-0.0129,,PQ exact rate
NRP-M,202509,Coll_Interest,8,8,Manual,-0.0016,,PQ exact rate
NRP-M,202509,Coll_Principal,9,9,Manual,-0.0129,,PQ exact rate
NRP-M,202509,Coll_Interest,9,9,Manual,-0.0016,,PQ exact rate
NRP-M,202509,Coll_Principal,10,10,Manual,-0.0129,,PQ exact rate
NRP-M,202509,Coll_Interest,10,10,Manual,-0.0016,,PQ exact rate
NRP-M,202509,Coll_Principal,11,11,Manual,-0.0129,,PQ exact rate
NRP-M,202509,Coll_Interest,11,11,Manual,-0.0016,,PQ exact rate
NRP-M,202509,Coll_Principal,12,12,Manual,-0.0129,,PQ exact rate
NRP-M,202509,Coll_Interest,12,12,Manual,-0.0016,,PQ exact rate
NRP-S,202509,Coll_Principal,1,1,Manual,-0.0168,,PQ exact rate
NRP-S,202509,Coll_Interest,1,1,Manual,-0.0025,,PQ exact rate
NRP-S,202509,Coll_Principal,2,2,Manual,-0.0168,,PQ exact rate
NRP-S,202509,Coll_Interest,2,2,Manual,-0.0025,,PQ exact rate
NRP-S,202509,Coll_Principal,3,3,Manual,-0.0168,,PQ exact rate
NRP-S,202509,Coll_Interest,3,3,Manual,-0.0025,,PQ exact rate
NRP-S,202509,Coll_Principal,4,4,Manual,-0.0168,,PQ exact rate
NRP-S,202509,Coll_Interest,4,4,Manual,-0.0025,,PQ exact rate
NRP-S,202509,Coll_Principal,5,5,Manual,-0.0168,,PQ exact rate
NRP-S,202509,Coll_Interest,5,5,Manual,-0.0025,,PQ exact rate
NRP-S,202509,Coll_Principal,6,6,Manual,-0.0168,,PQ exact rate
NRP-S,202509,Coll_Interest,6,6,Manual,-0.0025,,PQ exact rate
NRP-S,202509,Coll_Principal,7,7,Manual,-0.0168,,PQ exact rate
NRP-S,202509,Coll_Interest,7,7,Manual,-0.0025,,PQ exact rate
NRP-S,202509,Coll_Principal,8,8,Manual,-0.0168,,PQ exact rate
NRP-S,202509,Coll_Interest,8,8,Manual,-0.0025,,PQ exact rate
NRP-S,202509,Coll_Principal,9,9,Manual,-0.0168,,PQ exact rate
NRP-S,202509,Coll_Interest,9,9,Manual,-0.0025,,PQ exact rate
NRP-S,202509,Coll_Principal,10,10,Manual,-0.0168,,PQ exact rate
NRP-S,202509,Coll_Interest,10,10,Manual,-0.0025,,PQ exact rate
NRP-S,202509,Coll_Principal,11,11,Manual,-0.0168,,PQ exact rate
NRP-S,202509,Coll_Interest,11,11,Manual,-0.0025,,PQ exact rate
NRP-S,202509,Coll_Principal,12,12,Manual,-0.0168,,PQ exact rate
NRP-S,202509,Coll_Interest,12,12,Manual,-0.0025,,PQ exact rate
PRIME,202509,Coll_Principal,1,1,Manual,-0.0075,,PQ exact rate
PRIME,202509,Coll_Interest,1,1,Manual,-0.0044,,PQ exact rate
PRIME,202509,Coll_Principal,2,2,Manual,-0.0075,,PQ exact rate
PRIME,202509,Coll_Interest,2,2,Manual,-0.0044,,PQ exact rate
PRIME,202509,Coll_Principal,3,3,Manual,-0.0075,,PQ exact rate
PRIME,202509,Coll_Interest,3,3,Manual,-0.0044,,PQ exact rate
PRIME,202509,Coll_Principal,4,4,Manual,-0.0075,,PQ exact rate
PRIME,202509,Coll_Interest,4,4,Manual,-0.0044,,PQ exact rate
PRIME,202509,Coll_Principal,5,5,Manual,-0.0075,,PQ exact rate
PRIME,202509,Coll_Interest,5,5,Manual,-0.0044,,PQ exact rate
PRIME,202509,Coll_Principal,6,6,Manual,-0.0075,,PQ exact rate
PRIME,202509,Coll_Interest,6,6,Manual,-0.0044,,PQ exact rate
PRIME,202509,Coll_Principal,7,7,Manual,-0.0075,,PQ exact rate
PRIME,202509,Coll_Interest,7,7,Manual,-0.0044,,PQ exact rate
PRIME,202509,Coll_Principal,8,8,Manual,-0.0075,,PQ exact rate
PRIME,202509,Coll_Interest,8,8,Manual,-0.0044,,PQ exact rate
PRIME,202509,Coll_Principal,9,9,Manual,-0.0075,,PQ exact rate
PRIME,202509,Coll_Interest,9,9,Manual,-0.0044,,PQ exact rate
PRIME,202509,Coll_Principal,10,10,Manual,-0.0075,,PQ exact rate
PRIME,202509,Coll_Interest,10,10,Manual,-0.0044,,PQ exact rate
PRIME,202509,Coll_Principal,11,11,Manual,-0.0075,,PQ exact rate
PRIME,202509,Coll_Interest,11,11,Manual,-0.0044,,PQ exact rate
PRIME,202509,Coll_Principal,12,12,Manual,-0.0075,,PQ exact rate
PRIME,202509,Coll_Interest,12,12,Manual,-0.0044,,PQ exact rate
NON PRIME,ALL,Debt_Sale_Coverage_Ratio,0,999,Manual,0.785,,DS coverage
NRP-L,ALL,Debt_Sale_Coverage_Ratio,0,999,Manual,0.785,,DS coverage
NRP-M,ALL,Debt_Sale_Coverage_Ratio,0,999,Manual,0.785,,DS coverage
NRP-S,ALL,Debt_Sale_Coverage_Ratio,0,999,Manual,0.785,,DS coverage
PRIME,ALL,Debt_Sale_Coverage_Ratio,0,999,Manual,0.785,,DS coverage
NON PRIME,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.24,,Proceeds 24p
NRP-L,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.24,,Proceeds 24p
NRP-M,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.24,,Proceeds 24p
NRP-S,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.24,,Proceeds 24p
PRIME,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.24,,Proceeds 24p
ALL,202505,InterestRevenue,0,999,CohortAvg,,,Original budget rate
ALL,202506,InterestRevenue,0,999,CohortAvg,,,Original budget rate
ALL,ALL,InterestRevenue,0,999,CohortTrend,,,Original budget rate
NON PRIME,202507,InterestRevenue,0,999,Manual,0.4534,,Original budget rate
NON PRIME,202508,InterestRevenue,0,999,Manual,0.4552,,Original budget rate
NON PRIME,202509,InterestRevenue,0,999,Manual,0.4552,,Original budget rate
NRP-L,202507,InterestRevenue,0,999,Manual,0.2022,,Original budget rate
NRP-L,202508,InterestRevenue,0,999,Manual,0.1838,,Original budget rate
NRP-L,202509,InterestRevenue,0,999,Manual,0.1838,,Original budget rate
NRP-M,202507,InterestRevenue,0,999,Manual,0.1867,,Original budget rate
NRP-M,202508,InterestRevenue,0,999,Manual,0.189,,Original budget rate
NRP-M,202509,InterestRevenue,0,999,Manual,0.189,,Original budget rate
NRP-S,202507,InterestRevenue,0,999,Manual,0.2548,,Original budget rate
NRP-S,202508,InterestRevenue,0,999,Manual,0.2461,,Original budget rate
NRP-S,202509,InterestRevenue,0,999,Manual,0.2461,,Original budget rate
PRIME,202507,InterestRevenue,0,999,Manual,0.1356,,Original budget rate
PRIME,202508,InterestRevenue,0,999,Manual,0.1349,,Original budget rate
PRIME,202509,InterestRevenue,0,999,Manual,0.1349,,Original budget rate
NON PRIME,201912,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,average looks sensible for mature cohorts
NON PRIME,202001,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,average looks sensible for mature cohorts
NON PRIME,202101,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,average looks sensible for mature cohorts
NON PRIME,202201,Total_Coverage_Ratio,0,999,SegMedian,,,CHANGED from DonorCohort to SegMedian for lower impairment
NON PRIME,202301,Total_Coverage_Ratio,0,999,SegMedian,,,CHANGED from DonorCohort to SegMedian for lower impairment
NON PRIME,202404,Total_Coverage_Ratio,0,999,SegMedian,,,CHANGED from DonorCohort to SegMedian for lower impairment
NON PRIME,202405,Total_Coverage_Ratio,0,999,SegMedian,,,CHANGED from DonorCohort to SegMedian for lower impairment
NON PRIME,202406,Total_Coverage_Ratio,0,999,SegMedian,,,CHANGED from DonorCohort to SegMedian for lower impairment
NON PRIME,202407,Total_Coverage_Ratio,0,999,SegMedian,,,CHANGED from DonorCohort to SegMedian for lower impairment
NON PRIME,202408,Total_Coverage_Ratio,0,999,SegMedian,,,CHANGED from DonorCohort to SegMedian for lower impairment
NON PRIME,202409,Total_Coverage_Ratio,0,999,SegMedian,,,CHANGED from DonorCohort to SegMedian for lower impairment
NON PRIME,202410,Total_Coverage_Ratio,0,999,SegMedian,,,CHANGED from DonorCohort to SegMedian for lower impairment
NON PRIME,202411,Total_Coverage_Ratio,0,999,SegMedian,,,CHANGED from DonorCohort to SegMedian for lower impairment
NON PRIME,202412,Total_Coverage_Ratio,0,999,SegMedian,,,CHANGED from DonorCohort to SegMedian for lower impairment
NON PRIME,202501,Total_Coverage_Ratio,0,999,SegMedian,,,CHANGED from DonorCohort to SegMedian for lower impairment
NON PRIME,202502,Total_Coverage_Ratio,0,999,SegMedian,,,CHANGED from DonorCohort to SegMedian for lower impairment
NON PRIME,202503,Total_Coverage_Ratio,0,999,SegMedian,,,CHANGED from DonorCohort to SegMedian for lower impairment
NON PRIME,202504,Total_Coverage_Ratio,0,999,SegMedian,,,CHANGED from DonorCohort to SegMedian for lower impairment
NON PRIME,202505,Total_Coverage_Ratio,0,999,SegMedian,,,CHANGED from DonorCohort to SegMedian for lower impairment
NON PRIME,202506,Total_Coverage_Ratio,0,999,SegMedian,,,CHANGED from DonorCohort to SegMedian for lower impairment
NON PRIME,202507,Total_Coverage_Ratio,0,999,SegMedian,,,CHANGED from DonorCohort to SegMedian for lower impairment
NON PRIME,202508,Total_Coverage_Ratio,0,999,SegMedian,,,CHANGED from DonorCohort to SegMedian for lower impairment
NON PRIME,202509,Total_Coverage_Ratio,0,999,SegMedian,,,CHANGED from DonorCohort to SegMedian for lower impairment
NRP-L,202301,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202404,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202405,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202406,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202407,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202408,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202409,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,
NRP-L,202410,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,
NRP-L,202411,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,
NRP-L,202412,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,
NRP-L,202501,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,
NRP-L,202502,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,
NRP-L,202503,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,
NRP-L,202504,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,
NRP-L,202505,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,
NRP-L,202506,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,
NRP-L,202507,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,
NRP-L,202508,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,
NRP-L,202509,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,
NRP-M,202001,Total_Coverage_Ratio,0,999,Manual,0.0,,negligible remaining balance
NRP-M,202101,Total_Coverage_Ratio,0,999,Manual,0.0,,negligible remaining balance
NRP-M,202201,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202301,Total_Coverage_Ratio,0,999,Manual,0.0,,negligible remaining balance
NRP-M,202404,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202405,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202406,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202407,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202408,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202409,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202410,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202411,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202412,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202501,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202502,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202503,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202504,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202505,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202506,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202507,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202508,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202509,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,201912,Total_Coverage_Ratio,0,999,CohortAvg,,,
NRP-S,202001,Total_Coverage_Ratio,0,999,Manual,0.0,,negligible remaining balance
NRP-S,202101,Total_Coverage_Ratio,0,999,Manual,0.0,,negligible remaining balance
NRP-S,202201,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202301,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202404,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202405,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202406,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202407,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202408,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202409,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202410,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202411,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202412,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202501,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202502,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202503,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202504,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202505,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202506,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202507,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202508,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202509,Total_Coverage_Ratio,0,999,CohortTrend,,,
PRIME,202101,Total_Coverage_Ratio,0,999,Manual,0.0,,negligible remaining balance
PRIME,202201,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,PRIME mature
PRIME,202405,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,WHY ARE THESE RATES 0???
PRIME,202407,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,
PRIME,202409,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,
PRIME,202504,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,
PRIME,202507,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,
PRIME,202508,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,
PRIME,202509,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,
NON PRIME,ALL,WO_DebtSold,0,999,Zero,,,Reduce WO to preserve GBV
NRP-L,ALL,WO_DebtSold,0,999,Zero,,,Reduce WO to preserve GBV
NRP-M,ALL,WO_DebtSold,0,999,Zero,,,Reduce WO to preserve GBV
NRP-S,ALL,WO_DebtSold,0,999,Zero,,,Reduce WO to preserve GBV
PRIME,ALL,WO_DebtSold,0,999,Zero,,,Reduce WO to preserve GBV
NON PRIME,ALL,WO_Other,0,999,CohortAvg,12.0,,Rare-12mo
NRP-L,ALL,WO_Other,0,999,CohortAvg,12.0,,Rare-12mo
NRP-M,ALL,WO_Other,0,999,CohortAvg,12.0,,Rare-12mo
NRP-S,ALL,WO_Other,0,999,CohortAvg,12.0,,Rare-12mo
PRIME,ALL,WO_Other,0,999,CohortAvg,12.0,,Rare-12mo
ALL,ALL,ContraSettlements_Principal,0,999,Zero,,,Ignore contra for now
ALL,ALL,ContraSettlements_Interest,0,999,Zero,,,Ignore contra for now
ALL,ALL,Coll_Principal,0,999,Zero,,,Fallback zero for unmatched MOBs
ALL,ALL,Coll_Interest,0,999,Zero,,,Fallback zero for unmatched MOBs
